SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
Vacant/Abandoned Building,16-05455501,08/02/2016,Front,,Open,,Vacant,false,false,1154,W,88TH,ST,60620,1170085.33828754,1846440.08781274,21,22,71,41.73412141391355,-87.652473263681,"(41.73412141391355, -87.652473263681)"
Vacant/Abandoned Building,16-05450444,08/02/2016,Front,,Open,,Vacant,false,false,9635,S,GENOA,AVE,60643,1170719.03052313,1840804.00912075,21,22,73,41.718641422126474,-87.65031554623815,"(41.718641422126474, -87.65031554623815)"
Vacant/Abandoned Building,16-05449456,08/02/2016,Garage,,Open,,Vacant,false,false,5947,S,MAJOR,AVE,60638,1139414.03987227,1864417.3642058,13,8,64,41.78406532762837,-87.7644047668257,"(41.78406532762837, -87.7644047668257)"
Vacant/Abandoned Building,16-05443278,08/02/2016,Front,,Open,FRONT,Vacant,false,true,919,N,SPRINGFIELD,AVE,60651,1150218.16997437,1905897.68001015,37,11,23,41.89768967702843,-87.723712689033,"(41.89768967702843, -87.723712689033)"
Vacant/Abandoned Building,16-05448564,08/02/2016,Rear,,Boarded,REAR,Vacant,false,true,700,E,92ND,PL,60619,1182518.88518164,1843793.58311839,9,6,44,41.72658015835051,-87.60700469604245,"(41.72658015835051, -87.60700469604245)"
Vacant/Abandoned Building,16-05472671,08/03/2016,Front,,Open,,Vacant,false,true,6858,N,WESTERN,AVE,60645,1159071.44831385,1945570.64997964,50,24,2,42.00637739359325,-87.69010184510782,"(42.00637739359325, -87.69010184510782)"
Vacant/Abandoned Building,16-05473280,08/03/2016,Front,,Open,,Vacant,true,false,1405,W,MARQUETTE,RD,60636,1168096.40292478,1860322.5985663,16,7,67,41.77225986397493,-87.65936138824526,"(41.77225986397493, -87.65936138824526)"
Vacant/Abandoned Building,16-05474128,08/03/2016,Front,,Open,,Vacant,false,false,1401,W,MARQUETTE,RD,60636,1168139.00292478,1860323.6985663,16,7,67,41.772261966316464,-87.65920519753497,"(41.772261966316464, -87.65920519753497)"
Vacant/Abandoned Building,16-05492859,08/03/2016,Front,,Open,,Vacant,false,false,1020,N,MARSHFIELD,AVE,60622,1165209.02998755,1906943.9887175,1,12,24,41.90025532500293,-87.66862314754336,"(41.90025532500293, -87.66862314754336)"
Vacant/Abandoned Building,16-05469834,08/03/2016,,,,,,,,10056,S,WENTWORTH,AVE,60628,1176716.37348716,1838264.32351174,9,5,49,41.711539513001924,-87.62842559954471,"(41.711539513001924, -87.62842559954471)"
Vacant/Abandoned Building,16-05469328,08/03/2016,Front,,Open,,Vacant,true,false,5316,S,CARPENTER,ST,60609,1170216.51509009,1869561.27622515,20,9,61,41.79756601916864,-87.65132106064416,"(41.79756601916864, -87.65132106064416)"
Vacant/Abandoned Building,16-05473932,08/03/2016,,,,,,,,6848,S,KEDVALE,AVE,60629,1149883.56807677,1858862.80718348,13,8,65,41.76862621872286,-87.72616271708127,"(41.76862621872286, -87.72616271708127)"
Vacant/Abandoned Building,16-05488857,08/03/2016,Front,,Open,BAD ODOR COMING OUT OF THIS BLDG.,Vacant,false,false,6700,S,PARNELL,AVE,60621,1173722.64146925,1860479.83619224,6,7,68,41.7725685016893,-87.63873265629852,"(41.7725685016893, -87.63873265629852)"
Vacant/Abandoned Building,16-05477325,08/03/2016,Front,,Open,ALL AROUND,Vacant,false,false,7415,S,LANGLEY,AVE,60619,1182177.38032522,1856000.73362839,6,3,69,41.76008583589404,-87.60787867826696,"(41.76008583589404, -87.60787867826696)"
Vacant/Abandoned Building,16-05477864,08/03/2016,Rear,,Open,REAR,Vacant,true,false,8130,S,EVANS,AVE,60619,1182639.74393278,1851255.78241491,6,6,44,41.747054478822406,-87.60633107722079,"(41.747054478822406, -87.60633107722079)"
Vacant/Abandoned Building,16-05477743,08/03/2016,Front,,Boarded,,Vacant,false,false,6637,S,MORGAN,ST,60621,1170786.97516799,1860811.27102312,6,7,68,41.77354255776008,-87.64948431019567,"(41.77354255776008, -87.64948431019567)"
Vacant/Abandoned Building,16-05476385,08/03/2016,Front,,Open,,Vacant,false,false,1219,S,AVERS,AVE,60623,1150901.70002535,1894307.02042337,24,10,29,41.86587029806618,-87.72150563854287,"(41.86587029806618, -87.72150563854287)"
Vacant/Abandoned Building,16-05470431,08/03/2016,Front,,Open,DRUG ADDICTS COMING IN AND OUT  TRASH IN THE BACK YARD,Vacant,false,true,3508,W,CONGRESS,PKWY,60624,1153154.08000129,1897472.05970303,28,11,27,41.87451116483213,-87.71315300321501,"(41.87451116483213, -87.71315300321501)"
Vacant/Abandoned Building,16-05481005,08/03/2016,,,,,,,,5430,S,KENNETH,AVE,60632,1147618.63737991,1868234.73998832,23,8,62,41.79438790409831,-87.73422558876884,"(41.79438790409831, -87.73422558876884)"
Vacant/Abandoned Building,16-05473177,08/03/2016,Front,,Boarded,,Vacant,false,false,9240,S,CLYDE,AVE,60617,1191787.65120606,1844111.94131193,7,4,48,41.72723413552988,-87.57304246274406,"(41.72723413552988, -87.57304246274406)"
Vacant/Abandoned Building,16-05475777,08/03/2016,Front,,Open,,Vacant,false,false,3133,N,SPAULDING,AVE,60618,1153839.1019867,1920649.17053267,35,14,21,41.93809764959059,-87.7100195393615,"(41.93809764959059, -87.7100195393615)"
Vacant/Abandoned Building,16-05484949,08/03/2016,Front,,Boarded,,Vacant,false,false,4456,N,HAMLIN,AVE,,1150253.97752047,1929421.84988135,35,17,14,41.96224132501767,-87.72296609165974,"(41.96224132501767, -87.72296609165974)"
Vacant/Abandoned Building,16-05487929,08/03/2016,Front,,Open,SIDE WINDOWS UNSECURED,Vacant,false,true,12227,S,SANGAMON,ST,60643,1172207.46000605,1823750.00078103,34,5,53,41.67181002838584,-87.64536286095561,"(41.67181002838584, -87.64536286095561)"
Vacant/Abandoned Building,16-05482606,08/03/2016,Rear,,Open,REAR,Vacant,false,false,8219,S,MUSKEGON,AVE,60617,1196591.12177064,1851021.7770178,7,4,46,41.74607751456234,-87.55521818715576,"(41.74607751456234, -87.55521818715576)"
Vacant/Abandoned Building,16-05486083,08/03/2016,Front,,Boarded,,Vacant,false,false,1412,W,112TH,PL,60643,1168886.31922455,1830109.34343045,34,22,75,41.6893332646015,-87.6573356124629,"(41.6893332646015, -87.6573356124629)"
Vacant/Abandoned Building,16-05470384,08/03/2016,Front,,Open,REAR,Vacant,false,true,52,E,102ND,ST,60628,1178568.59739844,1837359.36650212,9,5,49,41.70901437816267,-87.62166972552893,"(41.70901437816267, -87.62166972552893)"
Vacant/Abandoned Building,16-05481119,08/03/2016,Front,,Open,,Vacant,false,true,12457,S,EGGLESTON,AVE,60628,1175556.7652159,1822304.72757174,34,5,53,41.667769933971186,-87.63314743381649,"(41.667769933971186, -87.63314743381649)"
Vacant/Abandoned Building,16-05511983,08/04/2016,Front,,Open,,Vacant,false,false,3001,E,83RD,ST,60617,1197642.58217824,1850514.6517043,7,4,46,41.74465976881086,-87.55138238549685,"(41.74465976881086, -87.55138238549685)"
Vacant/Abandoned Building,16-05516441,08/04/2016,Front,,Boarded,,Vacant,false,false,6424,S,NORMAL,BLVD,60621,1174057.19513422,1862314.10149688,20,7,68,41.777594512451145,-87.63745187215596,"(41.777594512451145, -87.63745187215596)"
Vacant/Abandoned Building,16-05516422,08/04/2016,Rear,,Boarded,,Vacant,false,false,3453,N,RIDGEWAY,AVE,60618,1150781.05997422,1922701.21997094,30,17,21,41.94378910089673,-87.72120469556086,"(41.94378910089673, -87.72120469556086)"
Vacant/Abandoned Building,16-05514694,08/04/2016,Front,,Open,,Vacant,false,false,6838,S,WABASH,AVE,60637,1177904.81692288,1859689.10762346,6,3,69,41.770304946466865,-87.62342598194017,"(41.770304946466865, -87.62342598194017)"
Vacant/Abandoned Building,16-05515453,08/04/2016,Rear,,Open,REAR,Vacant,false,true,6245,S,CHAMPLAIN,AVE,60637,1181641.84257597,1863741.67818566,20,3,42,41.78134013028408,-87.60960267584358,"(41.78134013028408, -87.60960267584358)"
Vacant/Abandoned Building,16-05514529,08/04/2016,Front,,Open,,Vacant,false,true,1252,W,72ND,PL,60636,1169111.97681603,1856701.84532045,6,7,67,41.76230215534454,-87.65574315403065,"(41.76230215534454, -87.65574315403065)"
Vacant/Abandoned Building,16-05499536,08/04/2016,Rear,,Open,REAR,Vacant,false,false,4465,S,ARCHER,AVE,60632,1154880.88912693,1874755.77100424,14,8,58,41.81214054704341,-87.70742072276498,"(41.81214054704341, -87.70742072276498)"
Vacant/Abandoned Building,16-05505273,08/04/2016,Front,,Boarded,,Vacant,false,false,7119,S,PAULINA,ST,60636,1166242.62689357,1857491.88171388,17,7,67,41.76453166415438,-87.66623727548333,"(41.76453166415438, -87.66623727548333)"
Vacant/Abandoned Building,16-05505056,08/04/2016,Front,,Boarded,,Vacant,false,false,6512,S,TALMAN,AVE,60629,1159829.47059347,1861352.78228373,17,8,66,41.775260615745225,-87.68963740691981,"(41.775260615745225, -87.68963740691981)"
Vacant/Abandoned Building,16-05514743,08/04/2016,Garage,,Boarded,,Vacant,false,true,9905,S,ESCANABA,AVE,60617,1197099.2664197,1839826.8629671,10,4,51,41.71534511937389,-87.55372781714541,"(41.71534511937389, -87.55372781714541)"
Vacant/Abandoned Building,16-05514668,08/04/2016,Garage,,Boarded,,Vacant,false,true,9905,S,ESCANABA,AVE,60617,1197099.2664197,1839826.8629671,10,4,51,41.71534511937389,-87.55372781714541,"(41.71534511937389, -87.55372781714541)"
Vacant/Abandoned Building,16-05511021,08/04/2016,Front,,Boarded,,Vacant,false,false,5922,S,WOLCOTT,AVE,60636,1164702.08552912,1865395.50772031,15,7,67,41.78625290983124,-87.6716608956875,"(41.78625290983124, -87.6716608956875)"
Vacant/Abandoned Building,16-05516662,08/04/2016,Front,,Open,,Vacant,false,true,5443,S,WOLCOTT,AVE,60609,1164616.69432743,1868404.94039759,16,9,61,41.794512974008704,-87.67188909146631,"(41.794512974008704, -87.67188909146631)"
Vacant/Abandoned Building,16-05506611,08/04/2016,Rear,,Open,REAR DOOR,Vacant,false,true,6048,S,SANGAMON,ST,60621,1171011.28928181,1864722.08770118,16,7,68,41.784269402590006,-87.64854786216526,"(41.784269402590006, -87.64854786216526)"
Vacant/Abandoned Building,16-05505037,08/04/2016,,,,,,,,9557,S,PRINCETON,AVE,60628,1175964.84838072,1841551.75719878,21,5,49,41.72057753461502,-87.63107966081718,"(41.72057753461502, -87.63107966081718)"
Vacant/Abandoned Building,16-05520769,08/04/2016,Front,,Boarded,,Vacant,false,true,7936,S,MERRILL,AVE,60617,1191910.28408688,1852771.01548159,8,4,46,41.750992449307006,-87.57231275647729,"(41.750992449307006, -87.57231275647729)"
Vacant/Abandoned Building,16-05515336,08/04/2016,Front,,Open,FRONT AND BACK DOOR. BACK DOOR BOARDED BUT IT OPENS UP,Vacant,false,true,130,E,119TH,PL,60628,1179210.80971621,1825756.09811072,9,5,53,41.67715877247389,-87.61966995032726,"(41.67715877247389, -87.61966995032726)"
Vacant/Abandoned Building,16-05526110,08/05/2016,Front,,Open,,Vacant,false,false,5859,S,STATE,ST,60621,1177276.66121793,1866168.69312228,20,2,40,41.78809981052393,-87.62553303118791,"(41.78809981052393, -87.62553303118791)"
Vacant/Abandoned Building,16-05528762,08/05/2016,Front,,Open,,Vacant,false,false,163,N,LATROBE,AVE,60644,1141351.32307062,1900731.58448306,28,15,25,41.88368155713871,-87.7564076018305,"(41.88368155713871, -87.7564076018305)"
Vacant/Abandoned Building,16-05528802,08/05/2016,Front,,Open,,Vacant,false,false,7822,S,KINGSTON,AVE,60649,1194546.85023308,1853595.50989488,7,4,43,41.75319052620617,-87.56262420427284,"(41.75319052620617, -87.56262420427284)"
Vacant/Abandoned Building,16-05530529,08/05/2016,,,,,,,,6729,S,LANGLEY,AVE,60637,1182050.65556946,1860547.7651308,20,3,42,41.77256627757653,-87.60820262919815,"(41.77256627757653, -87.60820262919815)"
Vacant/Abandoned Building,16-05535595,08/05/2016,Front,,Open,FRONT DOOR NEEDS TO BE BOARDED UP,Vacant,false,false,6848,S,DR MARTIN LUTHER KING JR,DR,60637,1180100.36471959,1859670.25697442,20,3,69,41.770203206922886,-87.6153786399884,"(41.770203206922886, -87.6153786399884)"
Vacant/Abandoned Building,16-05528035,08/05/2016,Rear,,Open,BACK DOOR TAKEN OFF,Vacant,true,false,7433,S,MICHIGAN,AVE,60619,1178446.2555291,1855758.50087077,6,3,69,41.75950665292389,-87.62156052719266,"(41.75950665292389, -87.62156052719266)"
Vacant/Abandoned Building,16-05539749,08/05/2016,Front,,Open,ALL,Vacant,false,false,7136,S,PEORIA,ST,60621,1171539.07537646,1857523.30093369,6,7,68,41.76450352375672,-87.64682348800262,"(41.76450352375672, -87.64682348800262)"
Vacant/Abandoned Building,16-05538457,08/05/2016,Front,,Open,"BOARD REMOVED FROM THE DOORS, 2ND FL WINDOWS DETACHED/HANGING DOWN",Vacant,true,true,4325,W,21ST,PL,60623,1147883.75561229,1889404.62888082,24,10,29,41.85247601211772,-87.7327107112872,"(41.85247601211772, -87.7327107112872)"
Vacant/Abandoned Building,16-05533685,08/05/2016,Rear,,Open,BACK DOOR,Vacant,false,true,7348,S,ABERDEEN,ST,60621,1170254.72916804,1856079.85957969,17,7,68,41.76057056900418,-87.65157287980747,"(41.76057056900418, -87.65157287980747)"
Vacant/Abandoned Building,16-05525566,08/05/2016,,,,,,,,6437,S,WINCHESTER,AVE,60636,1164462.37713032,1861970.75261748,15,7,67,41.77685999461475,-87.6726362718718,"(41.77685999461475, -87.6726362718718)"
Vacant/Abandoned Building,16-05540248,08/05/2016,Front,,Open,FRONT STEEL DOOR,Vacant,false,true,6407,S,WINCHESTER,AVE,60636,1164456.87713032,1862171.35261748,15,7,67,41.777410583523206,-87.67265078489235,"(41.777410583523206, -87.67265078489235)"
Vacant/Abandoned Building,16-05530578,08/05/2016,Rear,,Open,GOING THRU HOLES IN THE WALLS IN THE ALLEY,Vacant,false,true,4638,S,MARSHFIELD,AVE,60609,1166120.01989305,1873954.32431081,15,9,61,41.80970925874291,-87.66621848625418,"(41.80970925874291, -87.66621848625418)"
Vacant/Abandoned Building,16-05523541,08/05/2016,Front,,Open,SIDE AND BACK DOOR,Vacant,false,true,6012,S,MORGAN,ST,60621,1170672.61952037,1864954.25817449,16,7,68,41.784913900068105,-87.64978278815333,"(41.784913900068105, -87.64978278815333)"
Vacant/Abandoned Building,16-05530642,08/05/2016,,,,,,,,7712,S,AVALON,AVE,60619,1185884.14763026,1854114.62990215,8,4,45,41.75482360264491,-87.59435288233128,"(41.75482360264491, -87.59435288233128)"
Vacant/Abandoned Building,16-05531211,08/05/2016,Front,,Open,FRONT DOORS,Vacant,false,false,2761,W,86TH,PL,60652,1159488.00228248,1847129.96137967,18,8,70,41.736238030468655,-87.69127831292045,"(41.736238030468655, -87.69127831292045)"
Vacant/Abandoned Building,16-05530759,08/05/2016,,,,,,,,7712,S,AVALON,AVE,60619,1185884.14763026,1854114.62990215,8,4,45,41.75482360264491,-87.59435288233128,"(41.75482360264491, -87.59435288233128)"
Vacant/Abandoned Building,16-05537949,08/05/2016,Front,,Open,OPEN IN THE REAR,Vacant,false,true,8339,S,ELIZABETH,ST,60620,1169443.73857254,1849480.60701617,21,6,71,41.74247893115265,-87.65473595313976,"(41.74247893115265, -87.65473595313976)"
Vacant/Abandoned Building,16-05536155,08/05/2016,Front,,Open,,Vacant,false,true,7948,S,LAFLIN,ST,60620,1167717.805225,1851982.301625,21,6,71,41.749381107977,-87.66098817276576,"(41.749381107977, -87.66098817276576)"
Vacant/Abandoned Building,16-05528028,08/05/2016,Rear,,Open,BACK DOOR TAKEN OFF,Vacant,true,false,7433,S,MICHIGAN,AVE,60619,1178446.2555291,1855758.50087077,6,3,69,41.75950665292389,-87.62156052719266,"(41.75950665292389, -87.62156052719266)"
Vacant/Abandoned Building,16-05525808,08/05/2016,Rear,,Open,UNKNOWN,Vacant,false,false,10905,S,EGGLESTON,AVE,60628,1175226.11801214,1832591.96520961,34,22,49,41.69600708568854,-87.63405194490957,"(41.69600708568854, -87.63405194490957)"
Vacant/Abandoned Building,16-05530336,08/05/2016,Rear,,Boarded,,Vacant,false,false,12009,S,STATE,ST,60628,1178414.87539484,1825304.04369693,9,5,53,41.67593632034348,-87.62259693828041,"(41.67593632034348, -87.62259693828041)"
Vacant/Abandoned Building,16-05550833,08/06/2016,Front,,Open,NOT BOARDED UP,Vacant,false,true,5310,S,LAFLIN,ST,60609,1167238.54820943,1869522.62629011,20,9,61,41.79752427563568,-87.66224281347986,"(41.79752427563568, -87.66224281347986)"
Vacant/Abandoned Building,16-05553591,08/06/2016,Rear,,Boarded,NONE,Vacant,true,false,6808,S,GREEN,ST,60621,1171810.93462127,1859706.1499898,6,7,68,41.77048756912575,-87.64576309739995,"(41.77048756912575, -87.64576309739995)"
Vacant/Abandoned Building,16-05561000,08/06/2016,Front,,Boarded,,Vacant,false,true,3446,S,PRAIRIE,AVE,60616,1178497.77649504,1882174.19168234,3,2,35,41.831992614550884,-87.62056899062371,"(41.831992614550884, -87.62056899062371)"
Vacant/Abandoned Building,16-05557385,08/06/2016,Front,,Boarded,NONE,Vacant,false,false,2459,S,WASHTENAW,AVE,60608,1158757.75847524,1887452.9000137,12,10,30,41.84690460679304,-87.69285311545687,"(41.84690460679304, -87.69285311545687)"
Vacant/Abandoned Building,16-05556957,08/06/2016,Front,,Open,"FRONT/REAR DOORS, WINDOWS",Vacant,false,false,7839,S,MARSHFIELD,AVE,60620,1166705.11851722,1852725.5575265,17,6,71,41.75144236200585,-87.66467790400056,"(41.75144236200585, -87.66467790400056)"
Vacant/Abandoned Building,16-05552713,08/06/2016,Front,,Open,,Occupied,false,true,1327,W,73RD,PL,60636,1168590.19157808,1856023.83861784,17,7,67,41.76045287865387,-87.65767508741175,"(41.76045287865387, -87.65767508741175)"
Vacant/Abandoned Building,16-05558566,08/06/2016,Rear,,Boarded,,Vacant,false,false,9634,S,GENOA,AVE,60643,1170720.73052313,1840810.40912075,21,22,73,41.71865894766257,-87.65030913376201,"(41.71865894766257, -87.65030913376201)"
Vacant/Abandoned Building,16-05560462,08/06/2016,Front,,Open,"FRONT/REAR DOORS, WINDOWS BROKEN",Vacant,false,true,9401,S,ST LAWRENCE,AVE,60619,1181886.37292996,1842768.33011189,9,6,49,41.7237813626385,-87.60935321795607,"(41.7237813626385, -87.60935321795607)"
Vacant/Abandoned Building,16-05544694,08/06/2016,Front,,Open,FRON,Vacant,true,false,3502,W,HURON,ST,60624,1152901.88760492,1904445.20477024,27,11,23,41.893651191563805,-87.71389414585421,"(41.893651191563805, -87.71389414585421)"
Vacant/Abandoned Building,16-05563534,08/07/2016,Front,,Boarded,,Vacant,false,true,4505,S,WOODLAWN,AVE,60653,1185005.21003327,1875377.46998443,4,2,39,41.8131913142855,-87.5969065152254,"(41.8131913142855, -87.5969065152254)"
Vacant/Abandoned Building,16-05566621,08/07/2016,Rear,,Open,SIDE AND BASEMENT AND HIGH WEEDS IN THE BACKYARD,Vacant,false,false,607,W,60TH,ST,60621,1173239.99989645,1864883.33219133,20,7,68,41.78466287713812,-87.64037180219083,"(41.78466287713812, -87.64037180219083)"
Vacant/Abandoned Building,16-05579469,08/07/2016,Front,,Boarded,REAR,Vacant,false,true,6333,S,RHODES,AVE,60637,1180990.58657293,1863137.84880449,20,3,42,41.77969818141018,-87.61200887187822,"(41.77969818141018, -87.61200887187822)"
Vacant/Abandoned Building,16-05578641,08/07/2016,Front,,Open,"FRONT/REAR DOORS, WINDOWS OPEN",Vacant,false,true,6951,S,PRAIRIE,AVE,60637,1179244.16118876,1858903.62067676,6,3,69,41.768119046518265,-87.6185404574755,"(41.768119046518265, -87.6185404574755)"
Vacant/Abandoned Building,16-05567776,08/07/2016,Front,,Open,WINDOWS,Vacant,false,false,10232,S,YALE,AVE,60628,1176420.60021235,1837091.45717607,9,5,49,41.70832764312152,-87.6295438967759,"(41.70832764312152, -87.6295438967759)"
Vacant/Abandoned Building,16-05567792,08/07/2016,Front,,Open,,Vacant,false,true,1115,W,WASHINGTON,BLVD,60607,1168977.31858987,1900689.86359185,27,12,28,41.88301262969384,-87.65496377240821,"(41.88301262969384, -87.65496377240821)"
Vacant/Abandoned Building,16-05569093,08/07/2016,Front,,Boarded,,Vacant,false,true,3103,W,25TH,ST,60623,1156061.92437046,1887235.78939562,12,10,30,41.846363575613545,-87.70275266218087,"(41.846363575613545, -87.70275266218087)"
Vacant/Abandoned Building,16-05572020,08/07/2016,Front,,Open,REAR ENTRIES OPEN/WINDOWS AND DOORS,Vacant,true,false,35,N,MAYFIELD,AVE,60644,1137163.45010053,1899665.70811098,29,15,25,41.88083287854598,-87.7718116824569,"(41.88083287854598, -87.7718116824569)"
Vacant/Abandoned Building,16-05578631,08/07/2016,Front,,Open,ALL,Vacant,false,false,8100,S,HALSTED,ST,60620,1172378.41887881,1851150.86569361,21,6,71,41.74699833253926,-87.64393424574097,"(41.74699833253926, -87.64393424574097)"
Vacant/Abandoned Building,16-05578634,08/07/2016,Front,,Open,ALL,Vacant,false,false,8200,S,HALSTED,ST,60620,1172397.8831858,1850491.6508089,21,6,71,41.74518893258979,-87.64388227786438,"(41.74518893258979, -87.64388227786438)"
Vacant/Abandoned Building,16-05578635,08/07/2016,Front,,Open,ALL,Vacant,false,false,8300,S,HALSTED,ST,60620,1172417.26806604,1849824.63191878,21,6,71,41.743358118594685,-87.64383083236049,"(41.743358118594685, -87.64383083236049)"
Vacant/Abandoned Building,16-05602277,08/08/2016,,,,,,,,3423,W,115TH,ST,60655,1155612.35717358,1828130.62548356,19,22,74,41.684178854121704,-87.70598460133898,"(41.684178854121704, -87.70598460133898)"
Vacant/Abandoned Building,16-05589278,08/08/2016,Rear,,Open,REAR- CHURCH ANNEX AND CHURCH,Vacant,false,false,201,S,ASHLAND,AVE,60607,1165778.9370968,1899159.67397485,28,12,28,41.87888244429781,-87.66675197807673,"(41.87888244429781, -87.66675197807673)"
Vacant/Abandoned Building,16-05588569,08/08/2016,,,,,,,,6940,S,WABASH,AVE,60637,1177924.24462688,1859012.95447309,6,3,69,41.768449069270766,-87.62337522718587,"(41.768449069270766, -87.62337522718587)"
Vacant/Abandoned Building,16-05602679,08/08/2016,,,,,,,,7539,S,ST LAWRENCE,AVE,60619,1181540.4806878,1855151.37797974,6,6,69,41.75776983007526,-87.61023906496077,"(41.75776983007526, -87.61023906496077)"
Vacant/Abandoned Building,16-05592596,08/08/2016,,,,,,,,7817,S,ST LAWRENCE,AVE,60619,1181588.32573142,1853308.13060754,6,6,69,41.752710659090276,-87.6101205071485,"(41.752710659090276, -87.6101205071485)"
Vacant/Abandoned Building,16-05597054,08/08/2016,,,,,,,,7628,S,UNION,AVE,60620,1172955.54202199,1854291.0730131,6,6,71,41.75560275301284,-87.64172702536382,"(41.75560275301284, -87.64172702536382)"
Vacant/Abandoned Building,16-05616884,08/08/2016,Front,,Open,FRONT,Vacant,false,false,7226,S,GREEN,ST,60621,1171886.99712292,1856936.59917117,6,7,68,41.76288591465534,-87.64556546001414,"(41.76288591465534, -87.64556546001414)"
Vacant/Abandoned Building,16-05603622,08/08/2016,Front,,Open,,Vacant,false,false,3431,W,53RD,PL,60632,1154411.11003025,1868932.9499742,14,8,63,41.79617129252665,-87.7092989485758,"(41.79617129252665, -87.7092989485758)"
Vacant/Abandoned Building,16-05604341,08/08/2016,Front,,Open,FRONT AND REAR DOOR,Vacant,false,true,5206,S,FRANCISCO,AVE,60632,1157923.94961875,1869992.8258128,14,9,63,41.7990090359614,-87.69638822026857,"(41.7990090359614, -87.69638822026857)"
Vacant/Abandoned Building,16-05593890,08/08/2016,Rear,,Open,,Vacant,false,false,7304,S,SANGAMON,ST,60621,1171239.02028076,1856401.79771654,17,7,68,41.761432544801735,-87.64795601900144,"(41.761432544801735, -87.64795601900144)"
Vacant/Abandoned Building,16-05603219,08/08/2016,,,,,,,,7533,S,CARPENTER,ST,60620,1170619.43001704,1854817.5303199,17,6,71,41.757098635933275,-87.65027297349673,"(41.757098635933275, -87.65027297349673)"
Vacant/Abandoned Building,16-05591903,08/08/2016,Front,,Open,"FRONT/REAR DOORS, WINDOWS",Vacant,true,false,1019,W,78TH,ST,60620,1170794.25392447,1853098.87306669,17,6,71,41.75237860586208,-87.64968232354595,"(41.75237860586208, -87.64968232354595)"
Vacant/Abandoned Building,16-05592855,08/08/2016,Front,,Open,,Vacant,false,false,2600,W,83RD,PL,60652,1160447.37479577,1849178.69011889,18,8,70,41.741840373735485,-87.68770716998769,"(41.741840373735485, -87.68770716998769)"
Vacant/Abandoned Building,16-05616727,08/08/2016,Front,,Open,"FRONT , REAR",Vacant,false,true,3333,W,84TH,ST,60652,1155624.16547385,1848696.69798703,18,8,70,41.74061564798226,-87.70539232534186,"(41.74061564798226, -87.70539232534186)"
Vacant/Abandoned Building,16-05595713,08/08/2016,Front,,Open,WINDOWS,Vacant,false,false,856,W,87TH,ST,60620,1171905.66076853,1847154.65349233,21,6,71,41.73604257081385,-87.6457835473886,"(41.73604257081385, -87.6457835473886)"
Vacant/Abandoned Building,16-05600606,08/08/2016,Front,,Open,CURRENTLY UP FOR SALE,Vacant,false,false,9144,S,EMERALD,AVE,60620,1172913.99428962,1844221.31199527,21,22,73,41.72797091627957,-87.64217567889519,"(41.72797091627957, -87.64217567889519)"
Vacant/Abandoned Building,16-05601210,08/08/2016,Front,,Boarded,,Vacant,false,false,8327,S,BUFFALO,AVE,60617,1199588.17877577,1850385.11066613,10,4,46,41.744255562071274,-87.54425798643956,"(41.744255562071274, -87.54425798643956)"
Vacant/Abandoned Building,16-05602828,08/08/2016,,,,,,,,2416,E,100TH,ST,60617,1193809.96293277,1839128.36353329,7,4,51,41.713509467278236,-87.5657973432192,"(41.713509467278236, -87.5657973432192)"
Vacant/Abandoned Building,16-05603693,08/08/2016,Front,,Open,,Vacant,false,false,11540,S,PEORIA,ST,60643,1172120.01167201,1828197.10550246,34,5,53,41.68401553138064,-87.64555299705121,"(41.68401553138064, -87.64555299705121)"
Vacant/Abandoned Building,16-05597246,08/08/2016,Rear,,Boarded,,Vacant,false,true,2951,E,80TH,PL,60617,1197459.69748861,1852172.20472543,7,4,46,41.749212775455625,-87.55199733438735,"(41.749212775455625, -87.55199733438735)"
Vacant/Abandoned Building,16-05613804,08/08/2016,Front,,Open,,Vacant,false,false,11351,S,WASHTENAW,AVE,60655,1160412.38908224,1829247.29923249,19,22,75,41.68714595209068,-87.68838238687341,"(41.68714595209068, -87.68838238687341)"
Vacant/Abandoned Building,16-05602586,08/08/2016,,,,,,,,9934,S,MALTA,ST,60643,1168128.90997548,1838774.43003439,34,22,72,41.71312794008137,-87.65986041516561,"(41.71312794008137, -87.65986041516561)"
Vacant/Abandoned Building,16-05597050,08/08/2016,,,,,,,,10758,S,CHAMPLAIN,AVE,60628,1182515.63001584,1833746.39999854,9,5,50,41.69900950560902,-87.60732694111518,"(41.69900950560902, -87.60732694111518)"
