SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
Vacant/Abandoned Building,17-00589907,02/01/2017,Front,,Open,,Vacant,false,false,6216,S,VERNON,AVE,60637,1180318.60561833,1863895.0041809,20,3,42,41.78179133089398,-87.61444921143841,"(41.78179133089398, -87.61444921143841)"
Vacant/Abandoned Building,17-00590435,02/01/2017,Front,,Open,,Vacant,false,false,4202,S,VINCENNES,AVE,60653,1180390.91963319,1877246.53076978,3,2,38,41.81842742812778,-87.6137743250708,"(41.81842742812778, -87.6137743250708)"
Vacant/Abandoned Building,17-00591798,02/01/2017,,,,,,,,5940,S,LA SALLE,ST,60621,1176318.40763306,1865601.66532397,20,2,68,41.78656542203975,-87.62906357936996,"(41.78656542203975, -87.62906357936996)"
Vacant/Abandoned Building,17-00588745,02/01/2017,,,,,,,,3053,N,HONORE,ST,60657,1163580.56179655,1920388.71007018,32,19,5,41.937182988471356,-87.67422501847587,"(41.937182988471356, -87.67422501847587)"
Vacant/Abandoned Building,17-00588483,02/01/2017,Front,,Open,ALL,Vacant,false,true,9802,S,VAN VLISSINGEN,RD,60617,1191117.50738374,1840382.94992812,7,4,51,41.71701762268787,-87.57561748059673,"(41.71701762268787, -87.57561748059673)"
Vacant/Abandoned Building,17-00601844,02/01/2017,Front,,Open,UPPER WINDOWS,Vacant,false,false,10822,S,INDIANA,AVE,60628,1179499.36969675,1833248.60788182,9,5,49,41.697712735910216,-87.61838613773747,"(41.697712735910216, -87.61838613773747)"
Vacant/Abandoned Building,17-00592879,02/01/2017,Front,,Open,,Vacant,false,false,10757,S,CHAMPLAIN,AVE,60628,1182515.43001584,1833753.19999854,9,5,50,41.69902817033207,-87.60732746353493,"(41.69902817033207, -87.60732746353493)"
Vacant/Abandoned Building,17-00596098,02/01/2017,Front,,Boarded,,Vacant,false,false,6514,S,SANGAMON,ST,60621,1171095.58859239,1861636.51852288,6,7,68,41.775800396236505,-87.6483289077083,"(41.775800396236505, -87.6483289077083)"
Vacant/Abandoned Building,17-00595726,02/01/2017,Front,,Boarded,,Vacant,false,true,6640,W,HIGGINS,AVE,60656,1130912.90889295,1935125.69482415,41,16,10,41.97824928327453,-87.79394450221066,"(41.97824928327453, -87.79394450221066)"
Vacant/Abandoned Building,17-00598281,02/01/2017,Front,,Open,FRONT DOORS,Vacant,false,false,6934,S,HARVARD,AVE,60621,1175150.62012596,1858968.41761388,6,7,68,41.768389230639045,-87.63354318653076,"(41.768389230639045, -87.63354318653076)"
Vacant/Abandoned Building,17-00598756,02/01/2017,Front,,Open,,Vacant,true,false,6214,S,VERNON,AVE,60637,1180318.20561833,1863908.4041809,20,3,42,41.78182811096381,-87.61445026720193,"(41.78182811096381, -87.61445026720193)"
Vacant/Abandoned Building,17-00594710,02/01/2017,Rear,,Open,,Vacant,false,false,3856,W,GRENSHAW,ST,60624,1150865.47202317,1894762.72959281,24,11,29,41.867121525163355,-87.72162671415812,"(41.867121525163355, -87.72162671415812)"
Vacant/Abandoned Building,17-00598780,02/01/2017,Front,,Open,FRONT AND REAR PEOPLE INSIDE OPEN AND DANGEROUS HOME,Vacant,false,true,2112,W,GARFIELD,BLVD,60609,1163209.90989449,1868165.95439675,16,9,61,41.79388675305724,-87.67705444125373,"(41.79388675305724, -87.67705444125373)"
Vacant/Abandoned Building,17-00600284,02/01/2017,Front,,Open,FRONT AND BACK DOOR,Vacant,false,false,8617,S,THROOP,ST,60620,1169164.39659469,1847629.89076791,21,6,71,41.73740634557977,-87.65581285092449,"(41.73740634557977, -87.65581285092449)"
Vacant/Abandoned Building,17-00598744,02/01/2017,Front,,Open,FRONT,Vacant,false,false,8014,S,UNION,AVE,60620,1173026.5124068,1851739.24696737,21,6,71,41.74859865305071,-87.64154213101979,"(41.74859865305071, -87.64154213101979)"
Vacant/Abandoned Building,17-00590527,02/01/2017,,,,,,,,4410,N,PULASKI,RD,60630,1148933.34688499,1928999.65182755,39,17,14,41.961108493965476,-87.72783252261085,"(41.961108493965476, -87.72783252261085)"
Vacant/Abandoned Building,17-00588388,02/01/2017,Front,,Open,FRONT,Vacant,false,false,9737,S,VAN VLISSINGEN,RD,60617,1190832.49863135,1840792.95900406,7,4,51,41.718149608570876,-87.57664812695207,"(41.718149608570876, -87.57664812695207)"
Vacant/Abandoned Building,17-00595576,02/01/2017,,,,,,,,2914,E,87TH,ST,60617,1197103.49999567,1847847.94821149,10,4,46,41.7373555528691,-87.55344616037536,"(41.7373555528691, -87.55344616037536)"
Vacant/Abandoned Building,17-00596856,02/01/2017,Front,,Open,FRONT DOOR,Vacant,false,false,9624,S,MERRILL,AVE,60617,1192352.6073753,1841544.31778007,7,4,51,41.72017461475847,-87.5710562705248,"(41.72017461475847, -87.5710562705248)"
Vacant/Abandoned Building,17-00611367,02/02/2017,,,,,,,,8730,S,BALTIMORE,AVE,60617,1198408.6600666,1847680.13569962,10,4,46,41.73686250767226,-87.54867013946904,"(41.73686250767226, -87.54867013946904)"
Vacant/Abandoned Building,17-00609735,02/02/2017,Front,,Open,,Vacant,false,false,11759,S,HALSTED,ST,60628,1173104.83460678,1826821.79006633,34,5,53,41.68021981343925,-87.64198827372925,"(41.68021981343925, -87.64198827372925)"
Vacant/Abandoned Building,17-00611068,02/02/2017,Front,,Open,OPEN BUILDING PEOPLE ARE GOIGN IN AND OUT,Vacant,false,true,13735,S,LEYDEN,AVE,60827,1180260.23980323,1814385.18880348,9,5,54,41.64593131743291,-87.61617506293787,"(41.64593131743291, -87.61617506293787)"
Vacant/Abandoned Building,17-00616016,02/02/2017,Front,,Open,REAR DOOR,Vacant,true,true,4454,W,BELMONT,AVE,60641,1146035.30458246,1920900.54097696,30,17,16,41.93893955223497,-87.73869395669567,"(41.93893955223497, -87.73869395669567)"
Vacant/Abandoned Building,17-00613948,02/02/2017,Front,,Open,FRONT AND REAR,Vacant,false,false,10918,S,INDIANA,AVE,60628,1179515.33417459,1832731.87142883,9,5,49,41.696294375341814,-87.61834339084714,"(41.696294375341814, -87.61834339084714)"
Vacant/Abandoned Building,17-00612978,02/02/2017,Garage,,Boarded,GARAGE,Vacant,false,false,10000,S,ST LAWRENCE,AVE,60628,1182003.54010958,1838789.24671811,9,5,49,41.71285956105506,-87.60904666138012,"(41.71285956105506, -87.60904666138012)"
Vacant/Abandoned Building,17-00616645,02/02/2017,Rear,,Open,,Vacant,false,true,8740,S,EXCHANGE,AVE,60617,1197283.43998056,1847583.91998962,10,4,46,41.736626562052145,-87.55279569898057,"(41.736626562052145, -87.55279569898057)"
Vacant/Abandoned Building,17-00607419,02/02/2017,Garage,,Open,NONE,Vacant,false,false,8152,S,HERMITAGE,AVE,60620,1166097.39498208,1850632.08249891,21,6,71,41.74571050631652,-87.666964336683,"(41.74571050631652, -87.666964336683)"
Vacant/Abandoned Building,17-00611148,02/02/2017,,,,,,,,4158,S,WENTWORTH,AVE,60609,1175622.88186621,1877317.76990735,3,9,37,41.81873115035891,-87.63126284416568,"(41.81873115035891, -87.63126284416568)"
Vacant/Abandoned Building,17-00611530,02/02/2017,,,,,,,,3119,W,41ST,PL,60632,1156241.05226863,1876946.8386849,15,9,58,41.81812582885828,-87.70237261692644,"(41.81812582885828, -87.70237261692644)"
Vacant/Abandoned Building,17-00611534,02/02/2017,,,,,,,,3122,W,41ST,PL,60632,1156220.65226863,1876946.2386849,15,9,58,41.818124593418226,-87.70244746747966,"(41.818124593418226, -87.70244746747966)"
Vacant/Abandoned Building,17-00616273,02/02/2017,Front,,Boarded,,Vacant,false,false,6411,S,BISHOP,ST,60636,1167766.86036706,1862231.02910797,16,7,67,41.77750391946174,-87.66051466325413,"(41.77750391946174, -87.66051466325413)"
Vacant/Abandoned Building,17-00611217,02/02/2017,,,,,,,,124,E,50TH,ST,60615,1178110.62727229,1871906.67351438,3,2,38,41.803826490226086,-87.62230120827364,"(41.803826490226086, -87.62230120827364)"
Vacant/Abandoned Building,17-00616615,02/02/2017,,,,,,,,1517,W,77TH,ST,60620,1167375.53420737,1853667.63170793,17,6,71,41.754013220063364,-87.66219421930175,"(41.754013220063364, -87.66219421930175)"
Vacant/Abandoned Building,17-00611308,02/02/2017,Front,,Open,REAR DOOR IS WIDE OPEN,Vacant,false,false,5736,N,MELVINA,AVE,60646,1133915.84772866,1937736.53696799,45,16,10,41.98536125049915,-87.78283923710103,"(41.98536125049915, -87.78283923710103)"
Vacant/Abandoned Building,17-00614364,02/02/2017,,,,,,,,9901,S,EWING,AVE,60617,1202135.16307621,1840038.98383271,10,4,52,41.715800586991506,-87.53527728176711,"(41.715800586991506, -87.53527728176711)"
Vacant/Abandoned Building,17-00615057,02/02/2017,Garage,,Open,,Vacant,false,false,4920,W,HUBBARD,ST,60644,1143485.33687124,1902560.91288361,37,15,25,41.888661817953604,-87.74852544074959,"(41.888661817953604, -87.74852544074959)"
Vacant/Abandoned Building,17-00617618,02/02/2017,Front,,Open,FRONT DOOR AND WINDOW UNSECURED -- DEBRIS PILED UP ON FRONT PORCH,Vacant,false,true,838,N,KEYSTONE,AVE,60651,1149235.82008181,1905293.74571559,37,11,23,41.89605151622739,-87.72733644826629,"(41.89605151622739, -87.72733644826629)"
Vacant/Abandoned Building,17-00607084,02/02/2017,,,,,,,,255,W,111TH,ST,60628,1176549.68920959,1831328.97067932,34,5,49,41.692511652608964,-87.62924368552952,"(41.692511652608964, -87.62924368552952)"
Vacant/Abandoned Building,17-00611295,02/02/2017,,,,,,,,13248,S,CARONDOLET,AVE,60633,1198437.19318741,1817712.36609255,10,4,55,41.65462733964347,-87.5495646647096,"(41.65462733964347, -87.5495646647096)"
Vacant/Abandoned Building,17-00624617,02/03/2017,Front,,Open,,Vacant,false,false,8449,S,GILBERT,CT,60620,1172924.69001047,1848492.35998352,21,6,71,41.73969101634929,-87.64201082875977,"(41.73969101634929, -87.64201082875977)"
Vacant/Abandoned Building,17-00625419,02/03/2017,Front,,Open,,Vacant,false,true,922,N,PULASKI,RD,60651,1149554.28648366,1905862.139691,37,11,23,41.897605069595954,-87.72615200270268,"(41.897605069595954, -87.72615200270268)"
Vacant/Abandoned Building,17-00628105,02/03/2017,,,,,,,,9008,S,WOODLAWN,AVE,60619,1185784.0000108,1845495.44000935,8,4,47,41.731174016530964,-87.59499090727992,"(41.731174016530964, -87.59499090727992)"
Vacant/Abandoned Building,17-00638353,02/03/2017,Front,,Open,,Vacant,false,true,712,E,75TH,ST,60619,1182320.19012133,1855440.90739162,6,3,69,41.75854630899529,-87.60737259885065,"(41.75854630899529, -87.60737259885065)"
Vacant/Abandoned Building,17-00625312,02/03/2017,Front,,Open,FRONT,Vacant,true,true,7200,S,MAY,ST,60621,1169896.88981958,1857055.80058991,6,7,68,41.7632564514363,-87.65285607885568,"(41.7632564514363, -87.65285607885568)"
Vacant/Abandoned Building,17-00625342,02/03/2017,Front,,Open,Y,Vacant,false,true,7216,S,MAY,ST,60621,1169899.98981958,1856948.60058991,6,7,68,41.76296221362151,-87.65284782502175,"(41.76296221362151, -87.65284782502175)"
Vacant/Abandoned Building,17-00629618,02/03/2017,Front,,Open,FRONT,Vacant,false,false,6813,S,PARNELL,AVE,60621,1173745.33377441,1859730.74231173,6,7,68,41.7705123984104,-87.63867165214029,"(41.7705123984104, -87.63867165214029)"
Vacant/Abandoned Building,17-00629657,02/03/2017,Front,,Open,FRONT,Vacant,false,false,6814,S,PARNELL,AVE,60621,1173745.53377441,1859724.04231173,6,7,68,41.770494008398664,-87.63867111738581,"(41.770494008398664, -87.63867111738581)"
Vacant/Abandoned Building,17-00629718,02/03/2017,Front,,Open,FRONT,Vacant,false,false,6822,S,PARNELL,AVE,60621,1173747.03377441,1859670.54231173,6,7,68,41.77034716493064,-87.63866720295597,"(41.77034716493064, -87.63866720295597)"
Vacant/Abandoned Building,17-00631682,02/03/2017,Front,,Open,,Vacant,false,true,1404,S,KOMENSKY,AVE,60623,1149609.10152228,1893044.33198645,24,10,29,41.862430512044845,-87.72628366943087,"(41.862430512044845, -87.72628366943087)"
Vacant/Abandoned Building,17-00632639,02/03/2017,Rear,,Open,REAR ENTRY 2-3 FLOOR,Vacant,false,true,4202,W,25TH,ST,60623,1148774.49458365,1887055.44508749,22,10,30,41.84601240795395,-87.72950202937615,"(41.84601240795395, -87.72950202937615)"
Vacant/Abandoned Building,17-00629724,02/03/2017,Front,,Open,FRONT DOOR,Vacant,false,true,7214,S,ASHLAND,AVE,60636,1166933.3660245,1856822.20701876,17,7,67,41.76267925896674,-87.66372463699426,"(41.76267925896674, -87.66372463699426)"
Vacant/Abandoned Building,17-00630649,02/03/2017,Garage,,Open,GARAGE DOOR OPEN,Vacant,false,true,6730,S,MAPLEWOOD,AVE,60629,1160533.22881637,1859951.63232479,17,8,66,41.771401177191095,-87.68709609713886,"(41.771401177191095, -87.68709609713886)"
Vacant/Abandoned Building,17-00627944,02/03/2017,,,,,,,,922,N,LAWNDALE,AVE,60651,1151548.5007937,1905897.9464314,27,11,23,41.89766436467969,-87.71882649039846,"(41.89766436467969, -87.71882649039846)"
Vacant/Abandoned Building,17-00625758,02/03/2017,Rear,,Open,REAR AND GARAGE,Vacant,false,true,7947,S,MARYLAND,AVE,60619,1183280.61357401,1852492.49597898,8,6,44,41.75043326927498,-87.60394436889945,"(41.75043326927498, -87.60394436889945)"
Vacant/Abandoned Building,17-00630938,02/03/2017,,,,,,,,214,W,111TH,PL,60628,1176830.21662654,1831005.02832207,34,5,49,41.69161640990511,-87.62822634041736,"(41.69161640990511, -87.62822634041736)"
Vacant/Abandoned Building,17-00626609,02/03/2017,Front,,Open,,Vacant,false,true,11718,S,PERRY,AVE,60628,1177683.23687868,1827253.38008403,34,5,53,41.681302126037856,-87.62521624907666,"(41.681302126037856, -87.62521624907666)"
Vacant/Abandoned Building,17-00627021,02/03/2017,,,,,,,,12334,S,LOWE,AVE,60628,1174183.61002497,1823087.89000804,34,5,53,41.66994956617913,-87.63814972577123,"(41.66994956617913, -87.63814972577123)"
Vacant/Abandoned Building,17-00627946,02/03/2017,,,,,,,,922,N,LAWNDALE,AVE,60651,1151548.5007937,1905897.9464314,27,11,23,41.89766436467969,-87.71882649039846,"(41.89766436467969, -87.71882649039846)"
Vacant/Abandoned Building,17-00630694,02/03/2017,Front,,Open,FRONT,Vacant,false,false,7927,S,GREENWOOD,AVE,60619,1184927.7321028,1852666.66936925,8,6,44,41.75087274364117,-87.59790318316148,"(41.75087274364117, -87.59790318316148)"
Vacant/Abandoned Building,17-00632705,02/03/2017,Rear,,Open,BOARD HAS BEEN REMOVED FROM FRONT DOOR,Vacant,true,true,12250,S,GREEN,ST,60643,1172867.37952799,1823947.85440721,34,5,53,41.67233848839814,-87.64294176027482,"(41.67233848839814, -87.64294176027482)"
Vacant/Abandoned Building,17-00643596,02/04/2017,Front,,Open,,Vacant,false,false,6351,S,HERMITAGE,AVE,60636,1165760.87763097,1862569.46887613,15,7,67,41.77847547484694,-87.66785901494084,"(41.77847547484694, -87.66785901494084)"
Vacant/Abandoned Building,17-00643595,02/04/2017,Front,,Open,REAR DOOR IS OPEN AND THE BASEMENT,Vacant,false,false,6010,S,LOOMIS,BLVD,60636,1168025.13870917,1864897.12728925,16,7,67,41.7848144719913,-87.65949122085343,"(41.7848144719913, -87.65949122085343)"
Vacant/Abandoned Building,17-00645878,02/04/2017,Front,,Open,FRONT DOOR AND WINDOWS,Vacant,false,false,5600,S,ASHLAND,AVE,60636,1166627.57539103,1867580.13740949,16,7,67,41.79220692138674,-87.66453876066657,"(41.79220692138674, -87.66453876066657)"
Vacant/Abandoned Building,17-00645677,02/04/2017,Front,,Open,,Vacant,false,false,108,N,MENARD,AVE,60644,1137699.02220202,1900215.40458988,29,15,25,41.88233168565467,-87.76983181792826,"(41.88233168565467, -87.76983181792826)"
Vacant/Abandoned Building,17-00645480,02/04/2017,Rear,,Open,,Vacant,false,false,207,N,PARKSIDE,AVE,60644,1138559.59769365,1900943.38941502,29,15,25,41.88431382106909,-87.76665407586069,"(41.88431382106909, -87.76665407586069)"
Vacant/Abandoned Building,17-00644906,02/04/2017,Front,,Open,FRONT GATE OPEN AND SIDE WINDOWS MISSING,Vacant,false,false,956,N,PULASKI,RD,60651,1149547.68631354,1906089.86359139,37,11,23,41.898230095585426,-87.72617032528629,"(41.898230095585426, -87.72617032528629)"
Vacant/Abandoned Building,17-00647270,02/04/2017,Rear,,Open,REAR DOOR,Vacant,false,false,629,N,LOCKWOOD,AVE,60644,1140916.82182894,1903652.44451675,37,15,25,41.89170476244014,-87.75793122883162,"(41.89170476244014, -87.75793122883162)"
Vacant/Abandoned Building,17-00662822,02/05/2017,Front,,Open,FRONT,Vacant,false,false,7735,S,ABERDEEN,ST,60620,1170324.11340795,1853515.20206963,17,6,71,41.75353130607151,-87.65139309312222,"(41.75353130607151, -87.65139309312222)"
Vacant/Abandoned Building,17-00653401,02/05/2017,Rear,,Boarded,,Vacant,false,false,5755,S,UNION,AVE,60621,1172616.61840967,1866713.00922323,20,7,68,41.78969747699435,-87.64260347481394,"(41.78969747699435, -87.64260347481394)"
Vacant/Abandoned Building,17-00653472,02/05/2017,Rear,,Boarded,,Vacant,true,false,5757,S,UNION,AVE,60621,1172617.01840967,1866699.60922323,20,7,68,41.78966069711036,-87.64260240288704,"(41.78966069711036, -87.64260240288704)"
Vacant/Abandoned Building,17-00657650,02/05/2017,Front,,Open,VARIOUS,Vacant,false,false,7538,S,MARSHFIELD,AVE,60620,1166652.62002059,1854667.71161043,17,6,71,41.756773022331636,-87.66481498371596,"(41.756773022331636, -87.66481498371596)"
Vacant/Abandoned Building,17-00665633,02/06/2017,Front,,Open,,Vacant,false,false,3123,W,AUGUSTA,BLVD,60622,1155326.63391524,1906489.18428685,26,12,23,41.89921167876261,-87.70493385919565,"(41.89921167876261, -87.70493385919565)"
Vacant/Abandoned Building,17-00666251,02/06/2017,Front,,Open,,Vacant,false,false,7718,S,ESSEX,AVE,60649,1194200.76770487,1854274.33200882,7,4,43,41.75506176755728,-87.56387019054675,"(41.75506176755728, -87.56387019054675)"
Vacant/Abandoned Building,17-00677951,02/06/2017,Front,,Open,,Vacant,false,false,6527,S,CARPENTER,ST,60621,1170435.76743261,1861531.44791438,6,7,68,41.775526466716336,-87.65075080419476,"(41.775526466716336, -87.65075080419476)"
Vacant/Abandoned Building,17-00680628,02/06/2017,,,Open,,Vacant,true,true,2993,S,LYMAN,ST,60608,1168913.65998786,1884964.47106751,11,9,60,41.83986223893097,-87.65565332546646,"(41.83986223893097, -87.65565332546646)"
Vacant/Abandoned Building,17-00680371,02/06/2017,Front,,Open,VARIOUS,Vacant,false,false,5616,S,HERMITAGE,AVE,60636,1165635.96992858,1867450.76001065,15,7,67,41.79187300475215,-87.66817849851442,"(41.79187300475215, -87.66817849851442)"
Vacant/Abandoned Building,17-00671954,02/06/2017,Front,,Open,FRONT,Vacant,true,false,5940,S,LA SALLE,ST,60621,1176318.40763306,1865601.66532397,20,2,68,41.78656542203975,-87.62906357936996,"(41.78656542203975, -87.62906357936996)"
Vacant/Abandoned Building,17-00674661,02/06/2017,Garage,,Open,,Vacant,false,false,5815,S,SACRAMENTO,AVE,60629,1157373.92631339,1865929.28203281,16,8,63,41.78786927506042,-87.69851533974088,"(41.78786927506042, -87.69851533974088)"
Vacant/Abandoned Building,17-00675009,02/06/2017,Rear,,Open,SIDE DOOR,Vacant,false,false,6339,S,ELIZABETH,ST,60636,1169072.82267556,1862741.36681711,16,7,67,41.77887620996876,-87.65571225821023,"(41.77887620996876, -87.65571225821023)"
Vacant/Abandoned Building,17-00671377,02/06/2017,Front,,Open,FRONT,Vacant,false,false,2133,W,75TH,PL,60620,1163336.01279729,1854686.68250975,18,6,71,41.75689516207032,-87.67696927472727,"(41.75689516207032, -87.67696927472727)"
Vacant/Abandoned Building,17-00670353,02/06/2017,Front,,Boarded,,Vacant,false,false,849,W,50TH,PL,60609,1171497.67432014,1871361.66043363,20,9,61,41.80247847646533,-87.64657012109924,"(41.80247847646533, -87.64657012109924)"
Vacant/Abandoned Building,17-00672245,02/06/2017,Front,,Open,FRONT,Vacant,false,false,8305,S,BLACKSTONE,AVE,60619,1187648.48007961,1850193.66670599,8,4,45,41.744022335660596,-87.58801167486234,"(41.744022335660596, -87.58801167486234)"
Vacant/Abandoned Building,17-00672970,02/06/2017,,,,,,,,3113,E,CHELTENHAM,PL,60649,1198118.95891564,1853758.62687878,7,4,46,41.75354957584633,-87.5495286405041,"(41.75354957584633, -87.5495286405041)"
Vacant/Abandoned Building,17-00674572,02/06/2017,Front,,Open,ALL AROUND,Vacant,true,true,13039,S,BALTIMORE,AVE,60633,1199088.92817413,1819107.25282447,10,4,55,41.65843878210692,-87.54713345500964,"(41.65843878210692, -87.54713345500964)"
Vacant/Abandoned Building,17-00693251,02/07/2017,,,,,,,,10655,S,AVENUE L,,60617,1201851.07408073,1834909.38023192,10,4,52,41.70173175557447,-87.53649157749683,"(41.70173175557447, -87.53649157749683)"
Vacant/Abandoned Building,17-00693034,02/07/2017,,,,,,,,5530,S,BLACKSTONE,AVE,60637,1186859.02990521,1868588.7649151,5,2,41,41.79451882958865,-87.59032199047985,"(41.79451882958865, -87.59032199047985)"
Vacant/Abandoned Building,17-00692702,02/07/2017,Rear,,Open,,Vacant,true,false,10722,S,VERNON,AVE,60628,1181147.1797,1833893.4991,9,5,49,41.69944471090034,-87.61233302157046,"(41.69944471090034, -87.61233302157046)"
Vacant/Abandoned Building,17-00687630,02/07/2017,Front,,Open,REAR DOORS,Vacant,false,true,8400,S,ESCANABA,AVE,60617,1196946.00003234,1849832.89009641,10,4,46,41.74280630443615,-87.55395732244702,"(41.74280630443615, -87.55395732244702)"
Vacant/Abandoned Building,17-00693081,02/07/2017,,,,,,,,649,E,MARQUETTE,RD,60637,1181784.24553164,1861396.77838532,20,3,42,41.774902212204964,-87.60915299750653,"(41.774902212204964, -87.60915299750653)"
